ERP,PPK.SKU,Order.Date,Category,Key.Item,Pack.Configuration,Style,ppk_ordered_qty,Full.Description,prepack_color,ordered_sku,qty_in_prepack,ordered_qty,unit_color,Ship.City,Ship.Region,Ship.Country,Ship.Zip
#2317,21361499,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701044,2,2,Burnt Orange,Encinitas,California,United States,92024
#2317,21361499,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701050,2,2,Paloma,Encinitas,California,United States,92024
#2317,21361499,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701052,2,2,Citrus,Encinitas,California,United States,92024
#2318,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Raleigh,North Carolina,United States,27604
#2318,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Raleigh,North Carolina,United States,27604
#2319,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Portland,Maine,United States,4101
#2319,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Portland,Maine,United States,4101
#2320,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Roseville,Minnesota,United States,55113
#2320,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Roseville,Minnesota,United States,55113
#2321,21321144,2020-07-03T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Burnt Orange,Burnt Orange,11442244,6,6,Burnt Orange,Boston,Massachusetts,United States,02113
#2322,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Silver Spring,Maryland,United States,20901
#2322,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Silver Spring,Maryland,United States,20901
#2323,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Brookhaven,Georgia,United States,30319
#2323,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Brookhaven,Georgia,United States,30319
#2324,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Fairfax,Virginia,United States,22030
#2324,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Fairfax,Virginia,United States,22030
#2324,n/a,2020-07-03T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Fairfax,Virginia,United States,22030
#2325,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Rumson,New Jersey,United States,7760
#2325,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Rumson,New Jersey,United States,7760
#2325,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Rumson,New Jersey,United States,7760
#2325,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Rumson,New Jersey,United States,7760
#2325,n/a,2020-07-03T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Rumson,New Jersey,United States,7760
#2326,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,2,Crew Green,Friendswood,Texas,United States,77546
#2326,n/a,2020-07-03T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,2,Crew Green,Friendswood,Texas,United States,77546
#2327,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Seattle,Washington,United States,98105
#2327,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Seattle,Washington,United States,98105
#2327,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Seattle,Washington,United States,98105
#2327,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Seattle,Washington,United States,98105
#2327,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Seattle,Washington,United States,98105
#2327,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Seattle,Washington,United States,98105
#2327,n/a,2020-07-03T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Seattle,Washington,United States,98105
#2328,21321120,2020-07-03T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,San Francisco,California,United States,94131
#2328,21321120,2020-07-06T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,-1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,-6,Stone,San Francisco,California,United States,94131
#2328,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,San Francisco,California,United States,94131
#2328,n/a,2020-07-06T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,-1,Stone,San Francisco,California,United States,94131
#2329,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,-1,Paloma,Pittsburgh,Pennsylvania,United States,15203
#2329,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Pittsburgh,Pennsylvania,United States,15203
#2329,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Pittsburgh,Pennsylvania,United States,15203
#2329,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,-1,Citrus,Pittsburgh,Pennsylvania,United States,15203
#2330,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Port Hueneme,California,United States,93041
#2330,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Port Hueneme,California,United States,93041
#2330,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Port Hueneme,California,United States,93041
#2330,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Port Hueneme,California,United States,93041
#2331,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Woodstock,Georgia,United States,30189
#2331,n/a,2020-07-03T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Woodstock,Georgia,United States,30189
#2332,n/a,2020-07-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,2,Dark Blue,Dallas,Texas,United States,75254
#2332,n/a,2020-07-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,2,Dark Blue,Dallas,Texas,United States,75254
#2333,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Pittsburgh,Pennsylvania,United States,15203
#2333,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Pittsburgh,Pennsylvania,United States,15203
#2333,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Pittsburgh,Pennsylvania,United States,15203
#2334,21321114,2020-07-04T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Dark Blue,Dark Blue,11442214,6,6,Dark Blue,Oak Harbor,Washington,United States,98277
#2334,21340114,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Dark Blue,Dark Blue,13702114,6,6,Dark Blue,Oak Harbor,Washington,United States,98277
#2335,21333399,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Industry,Industry,13702111,1,1,Crew Green,Denver,Colorado,United States,80202
#2335,21333399,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Industry,Industry,13702152,1,1,Citrus,Denver,Colorado,United States,80202
#2335,21333399,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Industry,Industry,13702120,1,1,Stone,Denver,Colorado,United States,80202
#2335,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,Denver,Colorado,United States,80202
#2336,n/a,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Santa Claus,Indiana,United States,47579
#2336,n/a,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Citrus,,13702152,,1,Citrus,Santa Claus,Indiana,United States,47579
#2337,21361499,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701044,2,2,Burnt Orange,New Hope,Minnesota,United States,55428
#2337,21361499,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701050,2,2,Paloma,New Hope,Minnesota,United States,55428
#2337,21361499,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701052,2,2,Citrus,New Hope,Minnesota,United States,55428
#2337,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,New Hope,Minnesota,United States,55428
#2337,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,New Hope,Minnesota,United States,55428
#2337,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,New Hope,Minnesota,United States,55428
#2338,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Flower Mound,Texas,United States,75028
#2338,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Flower Mound,Texas,United States,75028
#2338,n/a,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Flower Mound,Texas,United States,75028
#2338,n/a,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Flower Mound,Texas,United States,75028
#2339,21321152,2020-07-04T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Citrus,Citrus,11442252,6,6,Citrus,North Miami,Florida,United States,33161
#2339,21333399,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Industry,Industry,13702111,1,1,Crew Green,North Miami,Florida,United States,33161
#2339,21333399,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Industry,Industry,13702152,1,1,Citrus,North Miami,Florida,United States,33161
#2339,21333399,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Industry,Industry,13702120,1,1,Stone,North Miami,Florida,United States,33161
#2339,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,North Miami,Florida,United States,33161
#2339,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,North Miami,Florida,United States,33161
#2339,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,North Miami,Florida,United States,33161
#2339,n/a,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,North Miami,Florida,United States,33161
#2340,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,San Antonio,Texas,United States,78240
#2340,n/a,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,San Antonio,Texas,United States,78240
#2340,n/a,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,San Antonio,Texas,United States,78240
#2341,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Tyler,Texas,United States,75701
#2341,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Tyler,Texas,United States,75701
#2341,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Tyler,Texas,United States,75701
#2341,n/a,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Tyler,Texas,United States,75701
#2341,n/a,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Paloma,,13702050,,1,Paloma,Tyler,Texas,United States,75701
#2341,n/a,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Tyler,Texas,United States,75701
#2342,21321120,2020-07-04T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Tyrone,Georgia,United States,30290
#2342,21343599,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702114,2,2,Dark Blue,Tyrone,Georgia,United States,30290
#2342,21361599,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701014,2,2,Dark Blue,Tyrone,Georgia,United States,30290
#2342,21343599,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702111,2,2,Crew Green,Tyrone,Georgia,United States,30290
#2342,21361599,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701020,2,2,Stone,Tyrone,Georgia,United States,30290
#2342,21343599,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702120,2,2,Stone,Tyrone,Georgia,United States,30290
#2342,21361599,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701011,2,2,Crew Green,Tyrone,Georgia,United States,30290
#2343,n/a,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Ann Arbor,Michigan,United States,48105
#2344,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Wickenburg,Arizona,United States,85358
#2344,n/a,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Wickenburg,Arizona,United States,85358
#2345,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Hollywood,Florida,United States,33027
#2345,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Hollywood,Florida,United States,33027
#2345,n/a,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Hollywood,Florida,United States,33027
#2345,n/a,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Hollywood,Florida,United States,33027
#2346,n/a,2020-07-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,New Marlborough,Massachusetts,United States,01230
#2346,n/a,2020-07-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,New Marlborough,Massachusetts,United States,01230
#2346,n/a,2020-07-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,New Marlborough,Massachusetts,United States,01230
#2347,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,2,Burnt Orange,Brooklyn,New York,United States,11238
#2347,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Brooklyn,New York,United States,11238
#2347,n/a,2020-07-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Brooklyn,New York,United States,11238
#2347,n/a,2020-07-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Brooklyn,New York,United States,11238
#2347,n/a,2020-07-05T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Burnt Orange,,13702144,,1,Burnt Orange,Brooklyn,New York,United States,11238
#2348,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Brampton,Ontario,Canada,L6X4S
#2348,n/a,2020-07-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Brampton,Ontario,Canada,L6X4S
#2349,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Massillon,Ohio,United States,44646
#2349,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Massillon,Ohio,United States,44646
#2349,n/a,2020-07-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Massillon,Ohio,United States,44646
#2349,n/a,2020-07-05T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Massillon,Ohio,United States,44646
#2350,21321120,2020-07-05T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Dublin,Ohio,United States,43017
#2350,21330120,2020-07-05T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Stone,Stone,13702120,3,3,Stone,Dublin,Ohio,United States,43017
#2351,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Newport Beach,California,United States,92663
#2351,n/a,2020-07-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Newport Beach,California,United States,92663
#2352,n/a,2020-07-05T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Mill Valley,California,United States,94941
#2352,n/a,2020-07-05T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Mill Valley,California,United States,94941
#2352,n/a,2020-07-05T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Burnt Orange,,13702144,,1,Burnt Orange,Mill Valley,California,United States,94941
#2353,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Chicago,Illinois,United States,60618
#2353,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Chicago,Illinois,United States,60618
#2353,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Chicago,Illinois,United States,60618
#2353,n/a,2020-07-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Chicago,Illinois,United States,60618
#2353,n/a,2020-07-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Chicago,Illinois,United States,60618
#2353,n/a,2020-07-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Chicago,Illinois,United States,60618
#2354,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,East Boston,Massachusetts,United States,2128
#2354,n/a,2020-07-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,East Boston,Massachusetts,United States,2128
#2354,n/a,2020-07-05T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,East Boston,Massachusetts,United States,2128
#2355,n/a,2020-07-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Arlington,Virginia,United States,22213
